BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	geo_loc_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	age_s	dev_stage_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03326392	SRX972231	4857	2015-03-31	8494	6503	2016-05-06	SRR1945548	SRS888210	4857	4857	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326393	SRX972232	4884	2015-03-30	2493	1562	2016-05-06	SRR1945549	SRS888208	4884	4884	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326394	SRX972233	4900	2015-03-30	2430	1512	2016-05-06	SRR1945550	SRS888207	4900	4900	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326395	SRX972234	4939	2015-03-31	10507	8026	2016-05-06	SRR1945551	SRS888206	4939	4939	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326396	SRX972235	4958	2015-03-30	3272	2054	2016-05-06	SRR1945552	SRS888205	4958	4958	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326397	SRX972236	5023	2015-03-30	2282	1432	2016-05-06	SRR1945553	SRS888204	5023	5023	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326398	SRX972237	5104	2015-03-30	2520	1574	2016-05-06	SRR1945554	SRS888209	5104	5104	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326399	SRX972238	5151	2015-03-30	2479	1568	2016-05-06	SRR1945555	SRS888203	5151	5151	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326400	SRX972239	5165	2015-03-30	2538	1588	2016-05-06	SRR1945556	SRS888202	5165	5165	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326401	SRX972240	5210	2015-03-30	2957	1873	2016-05-06	SRR1945557	SRS888201	5210	5210	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326402	SRX972241	5236	2015-03-30	1956	1234	2016-05-06	SRR1945558	SRS888200	5236	5236	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326403	SRX972242	5249	2015-03-31	6990	4581	2016-05-06	SRR1945559	SRS888199	5249	5249	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326404	SRX972243	5253	2015-03-30	3840	2663	2016-05-06	SRR1945560	SRS888197	5253	5253	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326405	SRX972244	5276	2015-03-30	2506	1745	2016-05-06	SRR1945561	SRS888196	5276	5276	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326406	SRX972245	5279	2015-03-31	9822	7526	2016-05-06	SRR1945562	SRS888195	5279	5279	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326407	SRX972246	5349	2015-03-31	1449	977	2016-05-06	SRR1945563	SRS888198	5349	5349	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326408	SRX972247	5353	2015-03-30	7320	5071	2016-05-06	SRR1945564	SRS888193	5353	5353	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326409	SRX972248	5395	2015-03-31	6278	4815	2016-05-06	SRR1945565	SRS888194	5395	5395	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326410	SRX972249	5486	2015-03-30	3807	2655	2016-05-06	SRR1945566	SRS888192	5486	5486	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326411	SRX972250	5577	2015-03-30	4391	3062	2016-05-06	SRR1945567	SRS888190	5577	5577	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326412	SRX972251	5644	2015-03-30	4422	3079	2016-05-06	SRR1945568	SRS888191	5644	5644	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326413	SRX972252	5651	2015-03-31	7090	5437	2016-05-06	SRR1945569	SRS888186	5651	5651	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326414	SRX972253	5717	2015-03-31	7241	4760	2016-05-06	SRR1945570	SRS888184	5717	5717	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326415	SRX972254	5718	2015-03-31	10261	7873	2016-05-06	SRR1945571	SRS888183	5718	5718	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326416	SRX972255	5720	2015-03-30	3104	2160	2016-05-06	SRR1945572	SRS888189	5720	5720	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326417	SRX972256	5726	2015-03-30	3462	2408	2016-05-06	SRR1945573	SRS888187	5726	5726	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326418	SRX972257	5741	2015-03-30	2460	1710	2016-05-06	SRR1945574	SRS888188	5741	5741	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326419	SRX972258	5748	2015-03-30	3640	2541	2016-05-06	SRR1945575	SRS888182	5748	5748	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326420	SRX972259	5757	2015-03-30	3383	2358	2016-05-06	SRR1945576	SRS888179	5757	5757	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326421	SRX972260	5768	2015-03-30	5014	3565	2016-05-06	SRR1945577	SRS888177	5768	5768	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326422	SRX972261	5772	2015-03-30	5243	3728	2016-05-06	SRR1945578	SRS888178	5772	5772	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326423	SRX972262	5776	2015-03-31	9503	7328	2016-05-06	SRR1945579	SRS888181	5776	5776	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326424	SRX972263	5779	2015-03-30	4047	2883	2016-05-06	SRR1945580	SRS888180	5779	5779	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326425	SRX972264	5784	2015-03-30	3815	2716	2016-05-06	SRR1945581	SRS888176	5784	5784	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326426	SRX972265	5798	2015-03-31	7651	5903	2016-05-06	SRR1945582	SRS888175	5798	5798	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326427	SRX972266	5800	2015-03-30	4756	3393	2016-05-06	SRR1945583	SRS888174	5800	5800	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326429	SRX972268	5822	2015-03-30	1664	1161	2016-05-06	SRR1945585	SRS888173	5822	5822	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326430	SRX972269	5830	2015-03-30	3652	2127	2016-05-06	SRR1945586	SRS888169	5830	5830	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326431	SRX972270	5831	2015-03-30	4686	2232	2016-05-06	SRR1945587	SRS888170	5831	5831	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326432	SRX972271	5832	2015-03-30	5292	3044	2016-05-06	SRR1945588	SRS888172	5832	5832	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326433	SRX972272	5836	2015-03-30	7196	5729	2016-05-06	SRR1945589	SRS888171	5836	5836	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326434	SRX972273	5837	2015-03-30	2153	1491	2016-05-06	SRR1945590	SRS888168	5837	5837	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326435	SRX972274	5856	2015-03-30	2968	1495	2016-05-06	SRR1945591	SRS888166	5856	5856	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326436	SRX972275	5860	2015-03-30	4862	2585	2016-05-06	SRR1945592	SRS888165	5860	5860	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326437	SRX972276	5865	2015-03-30	16683	10048	2016-05-06	SRR1945593	SRS888167	5865	5865	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326438	SRX972277	5867	2015-03-30	4948	3111	2016-05-06	SRR1945594	SRS888164	5867	5867	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326439	SRX972278	5874	2015-03-30	3719	2659	2016-05-06	SRR1945595	SRS888161	5874	5874	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326442	SRX972281	5907	2015-03-30	4164	2968	2016-05-06	SRR1945598	SRS888159	5907	5907	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326444	SRX972283	5950	2015-03-30	7214	5182	2016-05-06	SRR1945600	SRS888160	5950	5950	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326445	SRX972284	5984	2015-03-30	4503	3240	2016-05-06	SRR1945601	SRS888158	5984	5984	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326446	SRX972285	5993	2015-03-30	2840	2044	2016-05-06	SRR1945602	SRS888163	5993	5993	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326447	SRX972286	6008	2015-03-30	4657	3132	2016-05-06	SRR1945603	SRS888162	6008	6008	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326448	SRX972287	6009	2015-03-30	2980	2046	2016-05-06	SRR1945604	SRS888156	6009	6009	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326449	SRX972288	6010	2015-03-30	12597	7252	2016-05-06	SRR1945605	SRS888155	6010	6010	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326450	SRX972289	6011	2015-03-30	14815	11377	2016-05-06	SRR1945606	SRS888157	6011	6011	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326451	SRX972290	6012	2015-03-30	6172	3942	2016-05-06	SRR1945607	SRS888153	6012	6012	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326452	SRX972291	6013	2015-03-30	4791	2177	2016-05-06	SRR1945608	SRS888152	6013	6013	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326453	SRX972292	6016	2015-03-30	2665	1539	2016-05-06	SRR1945609	SRS888154	6016	6016	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326454	SRX972293	6017	2015-03-30	6347	4310	2016-05-06	SRR1945610	SRS888151	6017	6017	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326455	SRX972294	6019	2015-03-30	4664	2130	2016-05-06	SRR1945611	SRS888149	6019	6019	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326456	SRX972295	6020	2015-03-30	4571	2021	2016-05-06	SRR1945612	SRS888150	6020	6020	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326457	SRX972296	6021	2015-03-30	4167	2401	2016-05-06	SRR1945613	SRS888146	6021	6021	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326458	SRX972297	6022	2015-03-30	17012	13022	2016-05-06	SRR1945614	SRS888148	6022	6022	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326459	SRX972298	6023	2015-03-30	3765	2131	2016-05-06	SRR1945615	SRS888147	6023	6023	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326460	SRX972299	6024	2015-03-30	4546	1994	2016-05-06	SRR1945616	SRS888143	6024	6024	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326461	SRX972300	6025	2015-03-30	3744	2067	2016-05-06	SRR1945617	SRS888144	6025	6025	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326462	SRX972301	6030	2015-03-30	2606	1358	2016-05-06	SRR1945618	SRS888142	6030	6030	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326463	SRX972302	6034	2015-03-30	4527	2790	2016-05-06	SRR1945619	SRS888145	6034	6034	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326464	SRX972303	6035	2015-03-30	2092	1022	2016-05-06	SRR1945620	SRS888185	6035	6035	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326465	SRX972304	6036	2015-03-30	2302	1363	2016-05-06	SRR1945621	SRS888141	6036	6036	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326466	SRX972305	6038	2015-03-30	5275	3234	2016-05-06	SRR1945622	SRS888139	6038	6038	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
